"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"807.","845","Ужице","Златиборски управни округ","Ужице - град","Каран","Миодраг Миловановић Луне","Каран бб","31204","os.karan@hotmail.com","(031)803243","http://www.miodragmilovanoviclunekaran.edu.rs","17016032","101946481","1994-08-26","Основна школа","Државно","22","0","0","167","76","1","0","0","38","28.816500","54","45.906500"
"808.","846","Ужице","Златиборски управни округ","Ужице - град","Кремна","Богосав Јанковић","Кремна бб","31242","osbjankovic.kre@mts.rs","(031)3808495","http://osbjankovic.edu.rs/index.php/component/content","17014943","101777267","1995-01-12","Основна школа","Државно","18","0","0","94","45","0","1","0","35","25.316200","49","38.483000"
"809.","847","Ужице","Златиборски управни округ","Ужице - град","Равни","Ђура Јакшић","Центар бб","31206","osravni@ptt.rs","(031)3809058","http://www.osravni.edu.rs","17014951","100600764","1899-10-01","Основна школа","Државно","17","0","0","112","53","4","1","0","28","19.244100","40","31.444100"
"810.","848","Ужице","Златиборски управни округ","Чајетина","Чајетина","Димитрије Туцовић","Сердара Мићића 5","31310","ostucovic@gmail.com","(031)3831268","http://www.osdimitrijetucovic.edu.rs","7109695","101074721","1946-08-03","Основна школа","Државно","37","0","0","686","325","7","2","2","59","53.816500","82","76.116500"
"811.","849","Ужице","Златиборски управни округ","Чајетина","Мачкат","Миливоје Боровић","Мачкат бб","31312","osmackat@ptt.rs","(031)3834002","http://www.osmackat.org.rs","7216971","101072902","1958-07-15","Основна школа","Државно","20","0","0","243","109","2","4","0","36","29.577600","55","46.677600"
"812.","850","Ужице","Златиборски управни округ","Чајетина","Сирогојно","Сава Јовановић Сирогојно","Сирогојно бб","31207","ossirogojnoco@ptt.rs","(031)3802002","http://www.ossirogojno.edu.rs","7109709","101074182","1973-12-28","Основна школа","Државно","15","0","0","87","44","1","4","0","30","22.394400","44","35.694400"
"813.","851","Чачак","Моравички управни округ","Горњи Милановац","Рудник","Арсеније Лома","Војводе Арсенијa Ломе 1","32313","os.rudnik@mts.rs","(032)5741214","http://arsenijeloma.rs","07177216","100889306","1864-09-16","Основна школа","Државно","17","0","0","151","84","3","0","0","34","23.144300","49","38.924300"
"814.","852","Чачак","Моравички управни округ","Горњи Милановац","Горњи Милановац","Десанка Максимовић","Милутина Тодоровића Жице 10","32300","osdmaksimovic@mts.rs","(032)727010","http://www.dmaksimovic.edu.rs","7696949","101985519","1991-11-22","Основна школа","Државно","32","0","0","544","251","26","3","0","58","46.560100","80","71.210100"
"815.","853","Чачак","Моравички управни округ","Горњи Милановац","Прањани","Иво Андрић","Прањани бб","32308","os.pranjani@mts.rs","(032)841521","http://www.skola-pranjani.com","7177291","101884830","1979-04-01","Основна школа","Државно","25","0","0","199","103","0","2","0","41","34.266000","63","54.726000"
"816.","854","Чачак","Моравички управни округ","Горњи Милановац","Горњи Милановац","Момчило Настасијевић","Иве Лоле Рибара 3","32300","osmn@mts.rs","32720393","http://www.osmomcilonastasijevic.org","7697368","100889460","1964-04-29","Основна школа","Државно","24","0","0","556","283","8","6","0","48","39.214700","68","60.214700"
"817.","855","Чачак","Моравички управни округ","Горњи Милановац","Горњи Милановац","Свети Сава","Бошка Бухе 17","32300","svsavagm@mts.rs","720510","http://www.ossvetisavagm.edu.rs","7344228","101151921","1985-07-10","Основна школа","Државно","24","0","0","499","240","7","9","0","53","38.119700","70","54.119700"
"818.","856","Чачак","Моравички управни округ","Горњи Милановац","Горњи Милановац","Краљ Александар I","Хероја Дражевића 2","32300","prvaosnovna@mts.rs","(032)711814","http://www.kraljaleksandargm.edu.rs","7177283","100889363","2016-12-18","Основна школа","Државно","38","0","0","795","395","7","10","0","69","56.782200","94","80.345400"
"819.","857","Чачак","Моравички управни округ","Горњи Милановац","Таково","Таковски устанак","Таково бб","32304","os.takovo@mts.rs","(032)5736138","http://www.ostakovo.rs","7153856","100887288","1891-04-24","Основна школа","Државно","21","0","0","159","77","8","6","0","40","29.206200","59","46.410500"
"820.","858","Чачак","Моравички управни округ","Ивањица","Међуречје","Вучић Величковић","- -","32255","osvvelickovic@mts.rs","(032)638146","http://www.osvvelickovic.edu.rs","7112009","101064165","1952-12-15","Основна школа","Државно","7","0","0","39","15","0","0","0","19","10.372100","29","18.272100"
"821.","859","Чачак","Моравички управни округ","Ивањица","Ивањица","Милинко Кушић","13.септембар 54","32250","osmkusic@eunet.rs","32660780","http://www.osmilinkokusic.edu.rs","7111991","101064438","1955-09-26","Основна школа","Државно","45","0","0","966","437","1","9","0","85","68.711900","118","101.711900"
"822.","860","Чачак","Моравички управни округ","Ивањица","Девићи","Проф. др. Недељко Кошанин","- -","32254","osdevici@eunet.rs","(032)5688009","http://www.osnedeljkokosanin.edu.rs","7190417","101064358","1962-09-20","Основна школа","Државно","13","0","0","88","42","1","3","0","22","17.522100","36","30.595500"
"823.","861","Чачак","Моравички управни округ","Ивањица","Прилике","Сретен Лазаревић","Прилике бб","32252","skolaprilike@gmail.com","(032)5462106","http://www.osprilike.znanje.info","7112017","100931039","1962-12-15","Основна школа","Државно","15","0","0","244","122","0","4","0","29","22.694400","41","33.694400"
"824.","862","Чачак","Моравички управни округ","Ивањица","Свештица","Кирило Савић","Кирила Савића бб","32250","kirilosavic@gmail.com","(032)5661209","http://www.oskirilosavic.edu.rs","17182102","101064399","1997-11-01","Основна школа","Државно","31","0","0","608","318","3","5","0","56","44.753300","82","70.753300"
"825.","863","Чачак","Моравички управни округ","Ивањица","Катићи","Мићо Матовић","- -","32253","oskatici@mts.rs","(032)5873733","http://www.osmicomatovic.nasaskola.rs","7190395","100931900","1892-11-06","Основна школа","Државно","15","0","0","96","45","0","0","0","27","21.076500","42","35.426500"
"826.","864","Чачак","Моравички управни округ","Ивањица","Братљево","Милан Вучићевић Зверац","Братљево бб","32256","osbratljevo@yahoo.com","(032)761602","http://www.osbratljevo.edu.rs","7155727","100934287","1962-12-15","Основна школа","Државно","4","0","0","9","3","0","0","0","13","5.755500","19","10.655500"
"827.","865","Чачак","Моравички управни округ","Ивањица","Ковиље","Светозар Марковић","- -","32257","o.s.kovilje@eunet.rs","(032)682003","http://www.oskovilje.edu.rs","7209991","100933534","1962-12-15","Основна школа","Државно","4","0","0","7","1","0","0","0","11","5.848000","17","10.472200"
